SIM,Es,Mss,Md,Msl,Ms,Mf,Train_Acc [%],Val_Acc [%],Train_F1 [%],Val_F1 [%]
1402,30,5,10,1,0.9,sqrt,88.26884042542406,84.85301735301735,88.50045295431063,85.38526253345196
1403,30,5,10,1,0.9,log2,88.36842372073687,84.85317922817923,88.58516056956273,85.21493097387122
1404,30,5,10,3,0.7,sqrt,87.15839847512447,84.9099974099974,87.5465985504271,85.60668227793047
1405,30,5,10,3,0.7,log2,87.25807301963886,84.73905723905725,87.62849682479103,85.4272618926107
1406,30,5,10,3,0.9,sqrt,87.51432105524633,85.59359621859622,88.87070677066194,87.27001428098899
1407,30,5,10,3,0.9,log2,87.44311626162158,84.62493524993523,87.7941178263554,85.3034193105039
1408,30,5,11,1,0.7,sqrt,87.99836765317191,84.7960372960373,88.25426614097427,85.38385087505075
1409,30,5,11,1,0.7,log2,88.14069613001998,84.85285547785548,88.88451142425217,86.04299222531239
1410,30,5,11,1,0.9,sqrt,88.52510873863186,84.56844081844082,88.73599122696639,85.13485430680154
1411,30,5,11,1,0.9,log2,88.42543419411746,84.90983553483554,88.15797785971657,84.88865055406278
1412,30,5,11,3,0.7,sqrt,87.18686822601414,84.56827894327897,87.04971285941706,84.65875606801087
1413,30,5,11,3,0.7,log2,87.25806288083868,85.1375938875939,87.6337023655828,85.6758155975672
1414,30,5,11,3,0.9,sqrt,87.5143311940465,85.42265604765605,88.36892261112456,86.56163729320336
1415,30,5,11,3,0.9,log2,87.51433119404648,85.02395752395753,88.36058890960501,86.21082925736803
1416,30,5,12,1,0.7,sqrt,88.21190092364469,85.25187775187774,88.94749358004518,86.38623593151597
1417,30,5,12,1,0.7,log2,88.12648153217549,84.7960372960373,87.88705810761256,84.78011219056046
1418,30,5,12,1,0.9,sqrt,88.55358862832172,84.51097513597514,88.27190054859842,84.39243037134445
1419,30,5,12,1,0.9,log2,88.61055854650161,84.73938098938099,88.79563204589347,85.28909173778348
1420,30,5,12,3,0.7,sqrt,87.15840861392464,85.70771820771822,88.59199313168858,87.4604757759049
1421,30,5,12,3,0.7,log2,87.01600916547537,85.87882025382025,88.48001308913217,87.58301401406705
1422,30,5,12,3,0.9,sqrt,87.61399559976073,84.625259000259,87.92402949211989,85.28871738750938
1423,30,5,12,3,0.9,log2,87.542790806136,85.19473581973583,88.3717706263271,86.37070784006845
1424,30,5,13,1,0.7,sqrt,88.19767618700001,84.68191530691531,87.9470216766366,84.68743470602512
1425,30,5,13,1,0.7,log2,88.14073668522067,84.6820771820772,87.91070678842804,84.67113987801417
1426,30,5,13,1,0.9,sqrt,88.75290730095001,84.34019684019685,88.9269886898408,84.81789196110012
1427,30,5,13,1,0.9,log2,88.66747777068062,84.625259000259,89.33303109754507,85.63972467138674
1428,30,5,13,3,0.7,sqrt,87.11568370998977,84.9099974099974,88.02869817764669,86.13773195350406
1429,30,5,13,3,0.7,log2,87.14414332207927,84.79619917119918,88.0520427588338,86.03333273805191
1430,30,5,13,3,0.9,sqrt,87.5712504182255,85.08109945609945,88.4025648960823,86.29007409764085
1431,30,5,13,3,0.9,log2,87.55705609798137,84.9099974099974,87.88348652788892,85.55485684935834
1432,30,5,14,1,0.7,sqrt,88.1834413115552,84.85317922817921,88.43147729516974,85.3612145660938
1433,30,5,14,1,0.7,log2,88.11225679553083,84.68240093240092,88.85139071658563,85.83629547694332
1434,30,5,14,1,0.9,sqrt,88.96650140422382,84.68240093240092,89.58208050469698,85.76401861402522
1435,30,5,14,1,0.9,log2,88.79561192728453,84.34068246568248,89.42371346365958,85.44716014142573
1436,30,5,14,3,0.7,sqrt,87.20110310145897,84.79587542087543,87.58424742231298,85.48360944748836
1437,30,5,14,3,0.7,log2,87.18684794841379,84.56827894327894,87.04486197045505,84.63920173589173
1438,30,5,14,3,0.9,sqrt,87.58546501607,84.68191530691531,87.91941894984225,85.33405918211484
1439,30,5,14,3,0.9,log2,87.38616662104207,84.90967365967364,87.71672908166235,85.47474826038426
1440,35,2,5,1,0.7,sqrt,86.98756983098622,84.90999740999742,87.9381870733052,86.1329997851481
1441,35,2,5,1,0.7,log2,86.95908994129636,84.85301735301735,87.92608781463784,86.11053577223078
1442,35,2,5,1,0.9,sqrt,87.07298922245542,84.96697746697747,88.0211149353056,86.19487008083162
1443,35,2,5,1,0.9,log2,87.08727479190112,85.25203962703962,88.55791389217646,87.06969763115985
1444,35,2,5,3,0.7,sqrt,86.58896290213016,85.02395752395753,87.0881093164084,85.69827924920742
1445,35,2,5,3,0.7,log2,86.48929849641593,84.62509712509714,87.54315196689102,85.9746440737734
1446,35,2,5,3,0.9,sqrt,86.71706664233355,84.45415695415696,87.18126589103875,85.19816743834342
1447,35,2,5,3,0.9,log2,86.77401628291308,84.79603729603731,87.24184139133635,85.51797087185544
1448,35,2,6,1,0.7,sqrt,87.27232817268404,84.45415695415696,87.14293927469588,84.49701602221928
1449,35,2,6,1,0.7,log2,87.3434822723079,84.73938098938099,87.73570144410122,85.37492577453689
1450,35,2,6,1,0.9,sqrt,87.45735113706644,85.70771820771822,88.85008960068834,87.40142095699268
1451,35,2,6,1,0.9,log2,87.52859648589187,84.73921911421914,87.86275364114707,85.4096051144664
1452,35,2,6,3,0.7,sqrt,86.91638531496183,84.39717689717689,86.80825343658177,84.51565356898071
1453,35,2,6,3,0.7,log2,86.84518052133711,84.91015928515931,87.2943369338798,85.5768265957899
1454,35,2,6,3,0.9,sqrt,87.04448905516522,84.9099974099974,87.97895260482332,86.14273810715628
1455,35,2,6,3,0.9,log2,87.0729486672547,85.02411939911939,88.01457487255998,86.23420409401223
